priority_rank,priority_score,province,city,school_count,current_geo_node_id,current_geo_confidence,current_urban_node_id,current_urban_confidence,review_reasons,suggested_geo_parent_id,suggested_geo_node_id,suggested_geo_name,suggested_urban_parent_id,suggested_urban_node_id,suggested_urban_name,reviewer_geo_action,reviewer_geo_parent_id,reviewer_geo_node_id,reviewer_geo_name,reviewer_urban_action,reviewer_urban_parent_id,reviewer_urban_node_id,reviewer_urban_name,reviewer_confidence,reviewer_note
87,11107,山西,运城市,7,geo:province:shanxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shanxi,geo:reviewed:94f274bc95,运城市,urban:tier:prefecture,urban:reviewed:d4763b736d,运城市,,,,,,,,,,
88,11107,广东,湛江市,7,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:cb22b445fb,湛江市,urban:tier:prefecture,urban:reviewed:77671cd005,湛江市,,,,,,,,,,
89,11107,广东,肇庆市,7,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:1f85dee6d0,肇庆市,urban:tier:prefecture,urban:reviewed:82e3650af8,肇庆市,,,,,,,,,,
90,11107,广西,崇左市,7,geo:province:guangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangxi,geo:reviewed:fff4594b9f,崇左市,urban:tier:prefecture,urban:reviewed:6f143a94cd,崇左市,,,,,,,,,,
91,11107,广西,柳州市,7,geo:province:guangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangxi,geo:reviewed:bd5c84a54f,柳州市,urban:tier:prefecture,urban:reviewed:b5729af969,柳州市,,,,,,,,,,
92,11107,河北,邯郸市,7,geo:province:hebei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hebei,geo:reviewed:236fdc2baa,邯郸市,urban:tier:prefecture,urban:reviewed:caf7a13964,邯郸市,,,,,,,,,,
93,11107,浙江,嘉兴市,7,geo:province:zhejiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:zhejiang,geo:reviewed:6f30c54c15,嘉兴市,urban:tier:prefecture,urban:reviewed:e0e7cf0e1b,嘉兴市,,,,,,,,,,
94,11107,福建,漳州市,7,geo:province:fujian,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:fujian,geo:reviewed:3dbdeaf3ac,漳州市,urban:tier:prefecture,urban:reviewed:d3a836a7d6,漳州市,,,,,,,,,,
95,11107,黑龙江,牡丹江市,7,geo:province:heilongjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:heilongjiang,geo:reviewed:5c4f4e5e7f,牡丹江市,urban:tier:prefecture,urban:reviewed:874e007a91,牡丹江市,,,,,,,,,,
96,11106,安徽,马鞍山市,6,geo:province:anhui,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:anhui,geo:reviewed:cba21b3d59,马鞍山市,urban:tier:prefecture,urban:reviewed:79d53f1d86,马鞍山市,,,,,,,,,,
97,11106,山东,济宁市,6,geo:province:shandong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shandong,geo:reviewed:c52326966e,济宁市,urban:tier:prefecture,urban:reviewed:fbf7f2b1d0,济宁市,,,,,,,,,,
98,11106,山东,淄博市,6,geo:province:shandong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shandong,geo:reviewed:6da1aac161,淄博市,urban:tier:prefecture,urban:reviewed:720ba26f0c,淄博市,,,,,,,,,,
99,11106,山西,临汾市,6,geo:province:shanxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shanxi,geo:reviewed:9cbde363e1,临汾市,urban:tier:prefecture,urban:reviewed:0aa26a1857,临汾市,,,,,,,,,,
100,11106,山西,长治市,6,geo:province:shanxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shanxi,geo:reviewed:48786c24ff,长治市,urban:tier:prefecture,urban:reviewed:edae48b21e,长治市,,,,,,,,,,
101,11106,广东,佛山市,6,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:c5117798b6,佛山市,urban:tier:prefecture,urban:reviewed:97ea848e17,佛山市,,,,,,,,,,
102,11106,江苏,连云港,6,geo:province:jiangsu,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jiangsu,geo:reviewed:a900a550ed,连云港,urban:tier:prefecture,urban:reviewed:1716fe273a,连云港,,,,,,,,,,
103,11106,江西,上饶市,6,geo:province:jiangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jiangxi,geo:reviewed:6727f6ffaa,上饶市,urban:tier:prefecture,urban:reviewed:17217be8f2,上饶市,,,,,,,,,,
104,11106,江西,景德镇,6,geo:province:jiangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jiangxi,geo:reviewed:333f3cd437,景德镇,urban:tier:prefecture,urban:reviewed:07c972ba98,景德镇,,,,,,,,,,
105,11106,河北,承德市,6,geo:province:hebei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hebei,geo:reviewed:a0598de4e1,承德市,urban:tier:prefecture,urban:reviewed:eef2fc0fb3,承德市,,,,,,,,,,
106,11106,河南,南阳市,6,geo:province:henan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:henan,geo:reviewed:724fd74493,南阳市,urban:tier:prefecture,urban:reviewed:6e86a56c65,南阳市,,,,,,,,,,
107,11106,河南,商丘市,6,geo:province:henan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:henan,geo:reviewed:e061459418,商丘市,urban:tier:prefecture,urban:reviewed:8d9147648b,商丘市,,,,,,,,,,
108,11106,河南,安阳市,6,geo:province:henan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:henan,geo:reviewed:8d45fe894e,安阳市,urban:tier:prefecture,urban:reviewed:05b5d6ece2,安阳市,,,,,,,,,,
109,11106,河南,平顶山市,6,geo:province:henan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:henan,geo:reviewed:28eed80420,平顶山市,urban:tier:prefecture,urban:reviewed:5dc361d50c,平顶山市,,,,,,,,,,
110,11106,河南,焦作市,6,geo:province:henan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:henan,geo:reviewed:eaf027055b,焦作市,urban:tier:prefecture,urban:reviewed:51149abc6a,焦作市,,,,,,,,,,
111,11106,海南,三亚市,6,geo:province:hainan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hainan,geo:reviewed:62366b8e82,三亚市,urban:tier:prefecture,urban:reviewed:9c2eefca32,三亚市,,,,,,,,,,
112,11106,湖北,十堰市,6,geo:province:hubei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hubei,geo:reviewed:7e42458947,十堰市,urban:tier:prefecture,urban:reviewed:79e8a6c69f,十堰市,,,,,,,,,,
113,11106,湖北,宜昌市,6,geo:province:hubei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hubei,geo:reviewed:aba04dfdc8,宜昌市,urban:tier:prefecture,urban:reviewed:6fe912de10,宜昌市,,,,,,,,,,
114,11106,湖南,常德市,6,geo:province:hunan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hunan,geo:reviewed:55a887cd65,常德市,urban:tier:prefecture,urban:reviewed:5cf582b81f,常德市,,,,,,,,,,
115,11106,贵州,毕节市,6,geo:province:guizhou,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guizhou,geo:reviewed:e92ceaaea7,毕节市,urban:tier:prefecture,urban:reviewed:0ba6551511,毕节市,,,,,,,,,,
116,11106,陕西,宝鸡市,6,geo:province:shaanxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shaanxi,geo:reviewed:e8cf26e2b0,宝鸡市,urban:tier:prefecture,urban:reviewed:883391b5ae,宝鸡市,,,,,,,,,,
117,11106,黑龙江,大庆市,6,geo:province:heilongjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:heilongjiang,geo:reviewed:4f0ef8f790,大庆市,urban:tier:prefecture,urban:reviewed:69f3bc6c94,大庆市,,,,,,,,,,
118,11106,黑龙江,齐齐哈尔市,6,geo:province:heilongjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:heilongjiang,geo:reviewed:2bc1d379c7,齐齐哈尔市,urban:tier:prefecture,urban:reviewed:295ca1ded3,齐齐哈尔市,,,,,,,,,,
119,11105,四川,南充市,5,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:b70b5c7958,南充市,urban:tier:prefecture,urban:reviewed:f69c6ff90c,南充市,,,,,,,,,,
120,11105,四川,眉山市,5,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:851e9274a0,眉山市,urban:tier:prefecture,urban:reviewed:30716d92ff,眉山市,,,,,,,,,,
121,11105,安徽,六安市,5,geo:province:anhui,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:anhui,geo:reviewed:25c39bac4b,六安市,urban:tier:prefecture,urban:reviewed:288ce8e20d,六安市,,,,,,,,,,
122,11105,安徽,安庆市,5,geo:province:anhui,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:anhui,geo:reviewed:d29c8c5f0a,安庆市,urban:tier:prefecture,urban:reviewed:2cd1c684df,安庆市,,,,,,,,,,
123,11105,安徽,淮北市,5,geo:province:anhui,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:anhui,geo:reviewed:909e60158f,淮北市,urban:tier:prefecture,urban:reviewed:6e9d26fd77,淮北市,,,,,,,,,,
124,11105,安徽,淮南市,5,geo:province:anhui,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:anhui,geo:reviewed:13f10c4f45,淮南市,urban:tier:prefecture,urban:reviewed:ff3d457fa0,淮南市,,,,,,,,,,
125,11105,山东,东营市,5,geo:province:shandong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shandong,geo:reviewed:2414a541f7,东营市,urban:tier:prefecture,urban:reviewed:9d88f5dcbb,东营市,,,,,,,,,,
126,11105,山东,临沂市,5,geo:province:shandong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shandong,geo:reviewed:0274518993,临沂市,urban:tier:prefecture,urban:reviewed:17515b17d5,临沂市,,,,,,,,,,
127,11105,山东,菏泽市,5,geo:province:shandong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shandong,geo:reviewed:5dc683b793,菏泽市,urban:tier:prefecture,urban:reviewed:157c57ceb9,菏泽市,,,,,,,,,,
128,11105,广东,惠州市,5,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:94e71edcc6,惠州市,urban:tier:prefecture,urban:reviewed:c9dcc5e10a,惠州市,,,,,,,,,,
129,11105,广东,汕头市,5,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:61b8d4ca3f,汕头市,urban:tier:prefecture,urban:reviewed:937a49a131,汕头市,,,,,,,,,,
130,11105,广东,江门市,5,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:352ce98768,江门市,urban:tier:prefecture,urban:reviewed:76480a3413,江门市,,,,,,,,,,
131,11105,广东,茂名市,5,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:9e3a8609bb,茂名市,urban:tier:prefecture,urban:reviewed:e15f0ab3a8,茂名市,,,,,,,,,,
132,11105,江西,宜春市,5,geo:province:jiangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jiangxi,geo:reviewed:dd15dacc5a,宜春市,urban:tier:prefecture,urban:reviewed:c4b6db85a5,宜春市,,,,,,,,,,
133,11105,江西,抚州市,5,geo:province:jiangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jiangxi,geo:reviewed:af737ee941,抚州市,urban:tier:prefecture,urban:reviewed:6c90ceb55f,抚州市,,,,,,,,,,
134,11105,江西,新余市,5,geo:province:jiangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jiangxi,geo:reviewed:1eea2b983f,新余市,urban:tier:prefecture,urban:reviewed:ce24032272,新余市,,,,,,,,,,
135,11105,河北,张家口市,5,geo:province:hebei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hebei,geo:reviewed:aec82fbbf2,张家口市,urban:tier:prefecture,urban:reviewed:20911d8f21,张家口市,,,,,,,,,,
136,11105,河北,邢台市,5,geo:province:hebei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hebei,geo:reviewed:28c81e7cec,邢台市,urban:tier:prefecture,urban:reviewed:1acfa2293e,邢台市,,,,,,,,,,
137,11105,浙江,湖州市,5,geo:province:zhejiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:zhejiang,geo:reviewed:5374f3b592,湖州市,urban:tier:prefecture,urban:reviewed:bd95f3488a,湖州市,,,,,,,,,,
138,11105,浙江,舟山市,5,geo:province:zhejiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:zhejiang,geo:reviewed:e6b357dedc,舟山市,urban:tier:prefecture,urban:reviewed:3067e7b86a,舟山市,,,,,,,,,,
139,11105,湖北,恩施土家族苗族自治州,5,geo:province:hubei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hubei,geo:reviewed:39eaa76d27,恩施土家族苗族自治州,urban:tier:prefecture,urban:reviewed:8e257203be,恩施土家族苗族自治州,,,,,,,,,,
140,11105,湖北,黄冈市,5,geo:province:hubei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hubei,geo:reviewed:99f4cd318c,黄冈市,urban:tier:prefecture,urban:reviewed:05f11ea895,黄冈市,,,,,,,,,,
141,11105,湖南,岳阳市,5,geo:province:hunan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hunan,geo:reviewed:4f34b26a39,岳阳市,urban:tier:prefecture,urban:reviewed:028b6e7d42,岳阳市,,,,,,,,,,
142,11105,贵州,铜仁市,5,geo:province:guizhou,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guizhou,geo:reviewed:42ea7c5440,铜仁市,urban:tier:prefecture,urban:reviewed:87e1c9e51c,铜仁市,,,,,,,,,,
143,11104,云南,大理白族自治州,4,geo:province:yunnan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:yunnan,geo:reviewed:67545661ef,大理白族自治州,urban:tier:prefecture,urban:reviewed:e57975e6c1,大理白族自治州,,,,,,,,,,
144,11104,云南,曲靖市,4,geo:province:yunnan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:yunnan,geo:reviewed:ab747cd425,曲靖市,urban:tier:prefecture,urban:reviewed:66a99604c0,曲靖市,,,,,,,,,,
145,11104,吉林,四平市,4,geo:province:jilin,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jilin,geo:reviewed:4f85d337d4,四平市,urban:tier:prefecture,urban:reviewed:12b597e221,四平市,,,,,,,,,,
146,11104,四川,内江市,4,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:4c2f22e1c4,内江市,urban:tier:prefecture,urban:reviewed:7d45d7e3a6,内江市,,,,,,,,,,
147,11104,四川,宜宾市,4,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:ef6e9608f9,宜宾市,urban:tier:prefecture,urban:reviewed:ff33d41dab,宜宾市,,,,,,,,,,
148,11104,安徽,宿州市,4,geo:province:anhui,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:anhui,geo:reviewed:52d97aa34a,宿州市,urban:tier:prefecture,urban:reviewed:ecdef79748,宿州市,,,,,,,,,,
149,11104,安徽,滁州市,4,geo:province:anhui,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:anhui,geo:reviewed:f5d0a43212,滁州市,urban:tier:prefecture,urban:reviewed:4fb732e5f2,滁州市,,,,,,,,,,
150,11104,山东,德州市,4,geo:province:shandong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shandong,geo:reviewed:d06cab93df,德州市,urban:tier:prefecture,urban:reviewed:392bc25c28,德州市,,,,,,,,,,
151,11104,山东,日照市,4,geo:province:shandong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shandong,geo:reviewed:499663ff4b,日照市,urban:tier:prefecture,urban:reviewed:12bc01d01c,日照市,,,,,,,,,,
152,11104,山东,聊城市,4,geo:province:shandong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shandong,geo:reviewed:505f931f99,聊城市,urban:tier:prefecture,urban:reviewed:875a95eb40,聊城市,,,,,,,,,,
153,11104,山西,大同市,4,geo:province:shanxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shanxi,geo:reviewed:9f248d4ee5,大同市,urban:tier:prefecture,urban:reviewed:0a7f502c3b,大同市,,,,,,,,,,
154,11104,广西,北海市,4,geo:province:guangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangxi,geo:reviewed:349b1e5ebe,北海市,urban:tier:prefecture,urban:reviewed:2f67be8522,北海市,,,,,,,,,,
155,11104,广西,百色市,4,geo:province:guangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangxi,geo:reviewed:5823009b97,百色市,urban:tier:prefecture,urban:reviewed:a992191ed2,百色市,,,,,,,,,,
156,11104,新疆,石河子市,4,geo:province:xinjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:xinjiang,geo:reviewed:21df974f7c,石河子市,urban:tier:prefecture,urban:reviewed:6f4fd03eb5,石河子市,,,,,,,,,,
157,11104,江西,萍乡市,4,geo:province:jiangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jiangxi,geo:reviewed:5c01847dd6,萍乡市,urban:tier:prefecture,urban:reviewed:57b6586a13,萍乡市,,,,,,,,,,
158,11104,河南,周口市,4,geo:province:henan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:henan,geo:reviewed:0ccddb3047,周口市,urban:tier:prefecture,urban:reviewed:90da8163bc,周口市,,,,,,,,,,
159,11104,河南,许昌市,4,geo:province:henan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:henan,geo:reviewed:fe18915dd0,许昌市,urban:tier:prefecture,urban:reviewed:f7d143d848,许昌市,,,,,,,,,,
160,11104,浙江,台州市,4,geo:province:zhejiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:zhejiang,geo:reviewed:a0a9f51c68,台州市,urban:tier:prefecture,urban:reviewed:4aaed56e54,台州市,,,,,,,,,,
161,11104,湖北,咸宁市,4,geo:province:hubei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hubei,geo:reviewed:ae6daae691,咸宁市,urban:tier:prefecture,urban:reviewed:a07a3c6d93,咸宁市,,,,,,,,,,
162,11104,湖北,孝感市,4,geo:province:hubei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hubei,geo:reviewed:42c29729d3,孝感市,urban:tier:prefecture,urban:reviewed:cc6af007a3,孝感市,,,,,,,,,,
163,11104,湖北,襄阳市,4,geo:province:hubei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hubei,geo:reviewed:934491093d,襄阳市,urban:tier:prefecture,urban:reviewed:3dc86e6345,襄阳市,,,,,,,,,,
164,11104,湖北,黄石市,4,geo:province:hubei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hubei,geo:reviewed:2f830057bb,黄石市,urban:tier:prefecture,urban:reviewed:667bb1969a,黄石市,,,,,,,,,,
165,11104,湖南,怀化市,4,geo:province:hunan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hunan,geo:reviewed:04bce0e885,怀化市,urban:tier:prefecture,urban:reviewed:c215a4750e,怀化市,,,,,,,,,,
166,11104,湖南,永州市,4,geo:province:hunan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hunan,geo:reviewed:4bc47e3826,永州市,urban:tier:prefecture,urban:reviewed:7131888c30,永州市,,,,,,,,,,
167,11104,湖南,益阳市,4,geo:province:hunan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hunan,geo:reviewed:0353f0a102,益阳市,urban:tier:prefecture,urban:reviewed:380edefb0a,益阳市,,,,,,,,,,
168,11104,湖南,邵阳市,4,geo:province:hunan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hunan,geo:reviewed:2e74b8fe5c,邵阳市,urban:tier:prefecture,urban:reviewed:c33c8e332c,邵阳市,,,,,,,,,,
169,11104,甘肃,天水市,4,geo:province:gansu,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:gansu,geo:reviewed:5855b72cae,天水市,urban:tier:prefecture,urban:reviewed:6b1f7b9182,天水市,,,,,,,,,,
170,11104,福建,南平市,4,geo:province:fujian,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:fujian,geo:reviewed:a18cae6d24,南平市,urban:tier:prefecture,urban:reviewed:a545c12752,南平市,,,,,,,,,,
171,11104,辽宁,抚顺市,4,geo:province:liaoning,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:liaoning,geo:reviewed:544277f5a5,抚顺市,urban:tier:prefecture,urban:reviewed:0b690c56a7,抚顺市,,,,,,,,,,
172,11104,辽宁,铁岭市,4,geo:province:liaoning,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:liaoning,geo:reviewed:8ce5d87967,铁岭市,urban:tier:prefecture,urban:reviewed:89a64fc706,铁岭市,,,,,,,,,,
173,11104,陕西,榆林市,4,geo:province:shaanxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shaanxi,geo:reviewed:f620881f5a,榆林市,urban:tier:prefecture,urban:reviewed:83252e1a58,榆林市,,,,,,,,,,
174,11104,黑龙江,佳木斯市,4,geo:province:heilongjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:heilongjiang,geo:reviewed:be47aa8022,佳木斯市,urban:tier:prefecture,urban:reviewed:e163a6187b,佳木斯市,,,,,,,,,,
175,11103,云南,丽江市,3,geo:province:yunnan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:yunnan,geo:reviewed:77efa1a4b7,丽江市,urban:tier:prefecture,urban:reviewed:369a897cb5,丽江市,,,,,,,,,,
176,11103,云南,楚雄彝族自治州,3,geo:province:yunnan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:yunnan,geo:reviewed:5c2e42087f,楚雄彝族自治州,urban:tier:prefecture,urban:reviewed:ce44895567,楚雄彝族自治州,,,,,,,,,,
177,11103,云南,玉溪市,3,geo:province:yunnan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:yunnan,geo:reviewed:01d969294c,玉溪市,urban:tier:prefecture,urban:reviewed:3b8a0edac3,玉溪市,,,,,,,,,,
178,11103,云南,红河哈尼族彝族自治州,3,geo:province:yunnan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:yunnan,geo:reviewed:3e125254be,红河哈尼族彝族自治州,urban:tier:prefecture,urban:reviewed:347575f1c7,红河哈尼族彝族自治州,,,,,,,,,,
