profile_id,ablation_mode,repeat,source,precision,recall,f1,gold_dims,pred_dims,weights,status,error_message
robust_major_tuition_dual,random_dirichlet_expected,,reference_baseline,0.40119,0.40119,0.40119,"[""major"", ""tuition""]",[],"{""expected_f1"": 0.40119, ""samples"": 50000, ""seed"": 20260513, ""std_f1"": 0.30045229887621094, ""std_mae"": 0.06600011781872875}",ok,
robust_school_geo_dual,random_dirichlet_expected,,reference_baseline,0.401,0.401,0.401,"[""school"", ""geo""]",[],"{""expected_f1"": 0.401, ""samples"": 50000, ""seed"": 20260513, ""std_f1"": 0.30043135655254094, ""std_mae"": 0.06619072634903597}",ok,
robust_quality_major_dual,random_dirichlet_expected,,reference_baseline,0.3987,0.3987,0.3987,"[""quality"", ""major""]",[],"{""expected_f1"": 0.3987, ""samples"": 50000, ""seed"": 20260513, ""std_f1"": 0.29973039552237607, ""std_mae"": 0.0653752543133936}",ok,
robust_geo_tuition_dual,random_dirichlet_expected,,reference_baseline,0.40178,0.40178,0.40178,"[""tuition"", ""geo""]",[],"{""expected_f1"": 0.40178, ""samples"": 50000, ""seed"": 20260513, ""std_f1"": 0.29962114678373414, ""std_mae"": 0.0663295801175139}",ok,
robust_camouflage_school_to_tuition,random_dirichlet_expected,,reference_baseline,0.20076,0.20076,0.20076,"[""tuition""]",[],"{""expected_f1"": 0.20076, ""samples"": 50000, ""seed"": 20260513, ""std_f1"": 0.4005688734787065, ""std_mae"": 0.0639819061596655}",ok,
robust_camouflage_geo_free,random_dirichlet_expected,,reference_baseline,0.2037,0.2037,0.2037,"[""geo""]",[],"{""expected_f1"": 0.2037, ""samples"": 50000, ""seed"": 20260513, ""std_f1"": 0.4027484450621752, ""std_mae"": 0.06350631049945753}",ok,
robust_balanced_true,random_dirichlet_expected,,reference_baseline,0.19946,0.19946,0.19946,"[""school""]",[],"{""expected_f1"": 0.19946, ""samples"": 50000, ""seed"": 20260513, ""std_f1"": 0.3995944298911085, ""std_mae"": 0.04222168134038675}",ok,
robust_low_school_decoy,random_dirichlet_expected,,reference_baseline,0.3987,0.3987,0.3987,"[""major"", ""quality""]",[],"{""expected_f1"": 0.3987, ""samples"": 50000, ""seed"": 20260513, ""std_f1"": 0.29973039552237607, ""std_mae"": 0.06653059912867373}",ok,
robust_major_extreme,initial_query_llm,,reference_baseline,0.0,0.0,0.0,"[""major""]","[""school""]","{""geo"": 0.2, ""major"": 0.2, ""quality"": 0.2, ""school"": 0.2, ""tuition"": 0.2}",ok,
robust_geo_extreme,initial_query_llm,,reference_baseline,0.0,0.0,0.0,"[""geo""]","[""school""]","{""geo"": 0.1, ""major"": 0.3, ""quality"": 0.1, ""school"": 0.3, ""tuition"": 0.2}",ok,
robust_tuition_extreme,initial_query_llm,,reference_baseline,0.0,0.0,0.0,"[""tuition""]","[""school""]","{""geo"": 0.10000000000000002, ""major"": 0.30000000000000004, ""quality"": 0.10000000000000002, ""school"": 0.35000000000000003, ""tuition"": 0.15000000000000002}",ok,
robust_school_extreme,initial_query_llm,,reference_baseline,1.0,1.0,1.0,"[""school""]","[""school""]","{""geo"": 0.2, ""major"": 0.2, ""quality"": 0.1, ""school"": 0.5, ""tuition"": 0.0}",ok,
robust_major_tuition_dual,initial_query_llm,,reference_baseline,0.5,0.5,0.5,"[""major"", ""tuition""]","[""school"", ""major""]","{""geo"": 0.05, ""major"": 0.3, ""quality"": 0.05, ""school"": 0.4, ""tuition"": 0.2}",ok,
robust_school_geo_dual,initial_query_llm,,reference_baseline,0.5,0.5,0.5,"[""school"", ""geo""]","[""school"", ""major""]","{""geo"": 0.2, ""major"": 0.2, ""quality"": 0.15, ""school"": 0.35, ""tuition"": 0.1}",ok,
robust_quality_major_dual,initial_query_llm,,reference_baseline,0.5,0.5,0.5,"[""quality"", ""major""]","[""major"", ""school""]","{""geo"": 0.10000000000000002, ""major"": 0.4000000000000001, ""quality"": 0.20000000000000004, ""school"": 0.30000000000000004, ""tuition"": 0.0}",ok,
robust_geo_tuition_dual,initial_query_llm,,reference_baseline,0.0,0.0,0.0,"[""tuition"", ""geo""]","[""school"", ""major""]","{""geo"": 0.2, ""major"": 0.2, ""quality"": 0.2, ""school"": 0.2, ""tuition"": 0.2}",ok,
robust_camouflage_school_to_tuition,initial_query_llm,,reference_baseline,0.0,0.0,0.0,"[""tuition""]","[""school""]","{""geo"": 0.25, ""major"": 0.25, ""quality"": 0.25, ""school"": 0.25, ""tuition"": 0.0}",ok,
robust_camouflage_geo_free,initial_query_llm,,reference_baseline,0.0,0.0,0.0,"[""geo""]","[""major""]","{""geo"": 0.09999999999999998, ""major"": 0.3999999999999999, ""quality"": 0.19999999999999996, ""school"": 0.19999999999999996, ""tuition"": 0.09999999999999998}",ok,
robust_balanced_true,initial_query_llm,,reference_baseline,1.0,1.0,1.0,"[""school""]","[""school""]","{""geo"": 0.2, ""major"": 0.2, ""quality"": 0.2, ""school"": 0.2, ""tuition"": 0.2}",ok,
robust_low_school_decoy,initial_query_llm,,reference_baseline,0.5,0.5,0.5,"[""major"", ""quality""]","[""school"", ""major""]","{""geo"": 0.10000000000000002, ""major"": 0.10000000000000002, ""quality"": 0.10000000000000002, ""school"": 0.7000000000000001, ""tuition"": 0.0}",ok,
robust_major_extreme,v1_hybrid_candidate_proxy,,reference_baseline,0.0,0.0,0.0,"[""major""]","[""school""]","{""geo"": 0.2224347736802147, ""major"": 0.2224347736802147, ""quality"": 0.2224347736802147, ""school"": 0.2224347736802147, ""tuition"": 0.11026090527914126}",ok,
robust_geo_extreme,v1_hybrid_candidate_proxy,,reference_baseline,0.0,0.0,0.0,"[""geo""]","[""school""]","{""geo"": 0.2224347736802147, ""major"": 0.2224347736802147, ""quality"": 0.2224347736802147, ""school"": 0.2224347736802147, ""tuition"": 0.11026090527914126}",ok,
robust_tuition_extreme,v1_hybrid_candidate_proxy,,reference_baseline,0.0,0.0,0.0,"[""tuition""]","[""school""]","{""geo"": 0.2224347736802147, ""major"": 0.2224347736802147, ""quality"": 0.2224347736802147, ""school"": 0.2224347736802147, ""tuition"": 0.11026090527914126}",ok,
robust_school_extreme,v1_hybrid_candidate_proxy,,reference_baseline,1.0,1.0,1.0,"[""school""]","[""school""]","{""geo"": 0.17041143660449845, ""major"": 0.23731686821946743, ""quality"": 0.23731686821946743, ""school"": 0.23731686821946743, ""tuition"": 0.11763795873709942}",ok,
robust_major_tuition_dual,v1_hybrid_candidate_proxy,,reference_baseline,0.5,0.5,0.5,"[""major"", ""tuition""]","[""school"", ""major""]","{""geo"": 0.2224347736802147, ""major"": 0.2224347736802147, ""quality"": 0.2224347736802147, ""school"": 0.2224347736802147, ""tuition"": 0.11026090527914126}",ok,
robust_school_geo_dual,v1_hybrid_candidate_proxy,,reference_baseline,0.5,0.5,0.5,"[""school"", ""geo""]","[""school"", ""major""]","{""geo"": 0.2224347736802147, ""major"": 0.2224347736802147, ""quality"": 0.2224347736802147, ""school"": 0.2224347736802147, ""tuition"": 0.11026090527914126}",ok,
robust_quality_major_dual,v1_hybrid_candidate_proxy,,reference_baseline,0.5,0.5,0.5,"[""quality"", ""major""]","[""school"", ""major""]","{""geo"": 0.2224347736802147, ""major"": 0.2224347736802147, ""quality"": 0.2224347736802147, ""school"": 0.2224347736802147, ""tuition"": 0.11026090527914126}",ok,
robust_geo_tuition_dual,v1_hybrid_candidate_proxy,,reference_baseline,0.0,0.0,0.0,"[""tuition"", ""geo""]","[""school"", ""major""]","{""geo"": 0.2224347736802147, ""major"": 0.2224347736802147, ""quality"": 0.2224347736802147, ""school"": 0.2224347736802147, ""tuition"": 0.11026090527914126}",ok,
robust_camouflage_school_to_tuition,v1_hybrid_candidate_proxy,,reference_baseline,0.0,0.0,0.0,"[""tuition""]","[""school""]","{""geo"": 0.08637016292722645, ""major"": 0.26135819756064466, ""quality"": 0.26135819756064466, ""school"": 0.26135819756064466, ""tuition"": 0.12955524439083965}",ok,
robust_camouflage_geo_free,v1_hybrid_candidate_proxy,,reference_baseline,0.0,0.0,0.0,"[""geo""]","[""school""]","{""geo"": 0.2224347736802147, ""major"": 0.2224347736802147, ""quality"": 0.2224347736802147, ""school"": 0.2224347736802147, ""tuition"": 0.11026090527914126}",ok,
robust_balanced_true,v1_hybrid_candidate_proxy,,reference_baseline,1.0,1.0,1.0,"[""school""]","[""school""]","{""geo"": 0.2224347736802147, ""major"": 0.2224347736802147, ""quality"": 0.2224347736802147, ""school"": 0.2224347736802147, ""tuition"": 0.11026090527914126}",ok,
robust_low_school_decoy,v1_hybrid_candidate_proxy,,reference_baseline,0.5,0.5,0.5,"[""major"", ""quality""]","[""school"", ""major""]","{""geo"": 0.2224347736802147, ""major"": 0.2224347736802147, ""quality"": 0.2224347736802147, ""school"": 0.2224347736802147, ""tuition"": 0.11026090527914126}",ok,
